# Self-published geofeed as defined in datatracker.ietf.org/doc/html/rfc8805
# Cibicom A/S - DK Geofeed,lastupdated : 2025-09-12
92.241.192.0/20,DK,,,
92.241.216.0/21,DK,,,
157.250.160.0/20,DK,,,
157.250.175.176/30,SE,,,
178.72.16.0/21,DK,,,
185.98.96.0/22,DK,,,
185.157.132.0/22,DK,,,
185.170.132.0/22,DK,,,
209.131.112.0/22,DK,,,
212.237.250.0/23,DK,,,
217.61.250.0/23,DK,,,
2a06:b00::/29,DK,,,




